imdb_id,title,original_title,year,runtime_minutes,genres,average_rating,num_votes,imdb_url
tt0209144,Memento,Memento,2000,113,"Drama,Mystery,Thriller",8.4,1433446,https://www.imdb.com/title/tt0209144
tt0120338,Titanic,Titanic,1997,194,"Drama,Romance",8.0,1390424,https://www.imdb.com/title/tt0120338
tt0099685,GoodFellas,GoodFellas,1990,145,"Biography,Crime,Drama",8.7,1389231,https://www.imdb.com/title/tt0099685
tt0120382,The Truman Show,The Truman Show,1998,103,"Comedy,Drama",8.2,1369686,https://www.imdb.com/title/tt0120382
tt4154756,Avengers: Infinity War,Avengers: Infinity War,2018,149,"Action,Adventure,Sci-Fi",8.4,1368811,https://www.imdb.com/title/tt4154756
tt2015381,Guardians of the Galaxy,Guardians of the Galaxy,2014,121,"Action,Adventure,Comedy",8.0,1362172,https://www.imdb.com/title/tt2015381
tt0110413,Léon: The Professional,Léon,1994,110,"Action,Crime,Drama",8.5,1349467,https://www.imdb.com/title/tt0110413
tt0325980,Pirates of the Caribbean: The Curse of the Black Pearl,Pirates of the Caribbean: The Curse of the Black Pearl,2003,143,"Action,Adventure,Fantasy",8.1,1323064,https://www.imdb.com/title/tt0325980
tt0910970,WALL·E,WALL·E,2008,98,"Adventure,Animation,Family",8.4,1318637,https://www.imdb.com/title/tt0910970
tt0266697,Kill Bill: Vol. 1,Kill Bill: Vol. 1,2003,111,"Action,Crime,Thriller",8.2,1305555,https://www.imdb.com/title/tt0266697
tt0103064,Terminator 2: Judgment Day,Terminator 2: Judgment Day,1991,137,"Action,Adventure,Sci-Fi",8.6,1282423,https://www.imdb.com/title/tt0103064
tt0169547,American Beauty,American Beauty,1999,122,Drama,8.3,1278772,https://www.imdb.com/title/tt0169547
tt0120586,American History X,American History X,1998,119,"Crime,Drama",8.5,1271838,https://www.imdb.com/title/tt0120586
tt0110357,The Lion King,The Lion King,1994,88,"Adventure,Animation,Drama",8.5,1256751,https://www.imdb.com/title/tt0110357
tt1431045,Deadpool,Deadpool,2016,108,"Action,Comedy,Sci-Fi",8.0,1252079,https://www.imdb.com/title/tt1431045
tt0434409,V for Vendetta,V for Vendetta,2005,132,"Action,Drama,Sci-Fi",8.1,1245388,https://www.imdb.com/title/tt0434409
tt0114814,The Usual Suspects,The Usual Suspects,1995,106,"Crime,Drama,Mystery",8.5,1237520,https://www.imdb.com/title/tt0114814
tt0264464,Catch Me If You Can,Catch Me If You Can,2002,141,"Biography,Crime,Drama",8.1,1235248,https://www.imdb.com/title/tt0264464
tt1049413,Up,Up,2009,96,"Adventure,Animation,Comedy",8.3,1233964,https://www.imdb.com/title/tt1049413
tt0081505,The Shining,The Shining,1980,146,"Drama,Horror",8.4,1223724,https://www.imdb.com/title/tt0081505
tt0371746,Iron Man,Iron Man,2008,126,"Action,Adventure,Sci-Fi",7.9,1222787,https://www.imdb.com/title/tt0371746
tt0119217,Good Will Hunting,Good Will Hunting,1997,126,"Drama,Romance",8.4,1214497,https://www.imdb.com/title/tt0119217
tt0086190,Star Wars: Episode VI - Return of the Jedi,Star Wars: Episode VI - Return of the Jedi,1983,131,"Action,Adventure,Fantasy",8.3,1207824,https://www.imdb.com/title/tt0086190
tt0266543,Finding Nemo,Finding Nemo,2003,100,"Adventure,Animation,Comedy",8.2,1205896,https://www.imdb.com/title/tt0266543
tt1392190,Mad Max: Fury Road,Mad Max: Fury Road,2015,120,"Action,Adventure,Sci-Fi",8.1,1204877,https://www.imdb.com/title/tt1392190
tt0477348,No Country for Old Men,No Country for Old Men,2007,122,"Crime,Drama,Thriller",8.2,1187468,https://www.imdb.com/title/tt0477348
tt0338013,Eternal Sunshine of the Spotless Mind,Eternal Sunshine of the Spotless Mind,2004,108,"Drama,Romance,Sci-Fi",8.3,1181398,https://www.imdb.com/title/tt0338013
tt0107290,Jurassic Park,Jurassic Park,1993,127,"Action,Adventure,Sci-Fi",8.2,1175723,https://www.imdb.com/title/tt0107290
tt0114709,Toy Story,Toy Story,1995,81,"Adventure,Animation,Comedy",8.3,1172144,https://www.imdb.com/title/tt0114709
tt0105236,Reservoir Dogs,Reservoir Dogs,1992,99,"Crime,Thriller",8.3,1169517,https://www.imdb.com/title/tt0105236
tt2267998,Gone Girl,Gone Girl,2014,149,"Drama,Mystery,Thriller",8.1,1166995,https://www.imdb.com/title/tt2267998
tt6751668,Parasite,Gisaengchung,2019,132,"Drama,Thriller",8.5,1160356,https://www.imdb.com/title/tt6751668
tt0112573,Braveheart,Braveheart,1995,178,"Biography,Drama,War",8.3,1159878,https://www.imdb.com/title/tt0112573
tt2582802,Whiplash,Whiplash,2014,106,"Drama,Music",8.5,1151867,https://www.imdb.com/title/tt2582802
tt0167404,The Sixth Sense,The Sixth Sense,1999,107,"Drama,Mystery,Thriller",8.2,1142932,https://www.imdb.com/title/tt0167404
tt0082971,Raiders of the Lost Ark,Raiders of the Lost Ark,1981,115,"Action,Adventure",8.4,1109082,https://www.imdb.com/title/tt0082971
tt1392170,The Hunger Games,The Hunger Games,2012,142,"Action,Adventure,Sci-Fi",7.2,1080200,https://www.imdb.com/title/tt1392170
tt0198781,"Monsters, Inc.","Monsters, Inc.",2001,92,"Adventure,Animation,Comedy",8.1,1073502,https://www.imdb.com/title/tt0198781
tt0268978,A Beautiful Mind,A Beautiful Mind,2001,135,"Biography,Drama,Mystery",8.2,1052387,https://www.imdb.com/title/tt0268978
tt1201607,Harry Potter and the Deathly Hallows: Part 2,Harry Potter and the Deathly Hallows: Part 2,2011,130,"Adventure,Family,Fantasy",8.1,1044102,https://www.imdb.com/title/tt1201607
tt1160419,Dune: Part One,Dune: Part One,2021,155,"Action,Adventure,Drama",8.0,1040151,https://www.imdb.com/title/tt1160419
tt0095016,Die Hard,Die Hard,1988,132,"Action,Thriller",8.2,1029056,https://www.imdb.com/title/tt0095016
tt1675434,The Intouchables,Intouchables,2011,112,"Comedy,Drama",8.5,1025679,https://www.imdb.com/title/tt1675434
tt2488496,Star Wars: Episode VII - The Force Awakens,Star Wars: Episode VII - The Force Awakens,2015,138,"Action,Adventure,Sci-Fi",7.7,1024646,https://www.imdb.com/title/tt2488496
tt15398776,Oppenheimer,Oppenheimer,2023,180,"Biography,Drama,History",8.2,1024108,https://www.imdb.com/title/tt15398776
tt10872600,Spider-Man: No Way Home,Spider-Man: No Way Home,2021,148,"Action,Adventure,Fantasy",8.1,1017592,https://www.imdb.com/title/tt10872600
tt0086250,Scarface,Scarface,1983,170,"Crime,Drama",8.3,1014031,https://www.imdb.com/title/tt0086250
tt0253474,The Pianist,The Pianist,2002,150,"Biography,Drama,Music",8.5,1010890,https://www.imdb.com/title/tt0253474
tt3659388,The Martian,The Martian,2015,144,"Adventure,Drama,Sci-Fi",8.0,1010793,https://www.imdb.com/title/tt3659388
tt0088247,The Terminator,The Terminator,1984,107,"Action,Adventure,Sci-Fi",8.1,1003330,https://www.imdb.com/title/tt0088247
tt2395427,Avengers: Age of Ultron,Avengers: Age of Ultron,2015,141,"Action,Adventure,Sci-Fi",7.3,999293,https://www.imdb.com/title/tt2395427
tt0208092,Snatch,Snatch,2000,102,"Comedy,Crime",8.2,976103,https://www.imdb.com/title/tt0208092
tt0180093,Requiem for a Dream,Requiem for a Dream,2000,102,Drama,8.3,972313,https://www.imdb.com/title/tt0180093
tt1843866,Captain America: The Winter Soldier,Captain America: The Winter Soldier,2014,136,"Action,Adventure,Sci-Fi",7.7,970494,https://www.imdb.com/title/tt1843866
tt2278388,The Grand Budapest Hotel,The Grand Budapest Hotel,2014,99,"Comedy,Drama",8.1,969327,https://www.imdb.com/title/tt2278388
tt0435761,Toy Story 3,Toy Story 3,2010,103,"Adventure,Animation,Comedy",8.3,968382,https://www.imdb.com/title/tt0435761
tt0145487,Spider-Man,Spider-Man,2002,121,"Action,Adventure,Sci-Fi",7.4,966790,https://www.imdb.com/title/tt0145487
tt0458339,Captain America: The First Avenger,Captain America: The First Avenger,2011,124,"Action,Adventure,Sci-Fi",6.9,966051,https://www.imdb.com/title/tt0458339
tt0245429,Spirited Away,Sen to Chihiro no kamikakushi,2001,124,"Adventure,Animation,Family",8.6,965037,https://www.imdb.com/title/tt0245429
tt0800369,Thor,Thor,2011,115,"Action,Fantasy",7.0,964712,https://www.imdb.com/title/tt0800369
tt1300854,Iron Man 3,Iron Man Three,2013,130,"Action,Adventure,Sci-Fi",7.1,964548,https://www.imdb.com/title/tt1300854
tt7131622,Once Upon a Time... in Hollywood,Once Upon a Time in... Hollywood,2019,161,"Comedy,Drama",7.6,960594,https://www.imdb.com/title/tt7131622
tt0241527,Harry Potter and the Sorcerer's Stone,Harry Potter and the Sorcerer's Stone,2001,152,"Adventure,Family,Fantasy",7.7,950950,https://www.imdb.com/title/tt0241527
tt1663202,The Revenant,The Revenant,2015,156,"Action,Drama,Western",8.0,948503,https://www.imdb.com/title/tt1663202
tt0382932,Ratatouille,Ratatouille,2007,111,"Adventure,Animation,Comedy",8.1,941750,https://www.imdb.com/title/tt0382932
tt1228705,Iron Man 2,Iron Man 2,2010,124,"Action,Sci-Fi",6.9,936331,https://www.imdb.com/title/tt1228705
tt1392214,Prisoners,Prisoners,2013,153,"Crime,Drama,Mystery",8.2,932860,https://www.imdb.com/title/tt1392214
tt1119646,The Hangover,The Hangover,2009,100,Comedy,7.7,928502,https://www.imdb.com/title/tt1119646
tt0903624,The Hobbit: An Unexpected Journey,The Hobbit: An Unexpected Journey,2012,169,"Adventure,Fantasy",7.8,926743,https://www.imdb.com/title/tt0903624
tt3498820,Captain America: Civil War,Captain America: Civil War,2016,147,"Action,Sci-Fi",7.8,925923,https://www.imdb.com/title/tt3498820
tt0120915,Star Wars: Episode I - The Phantom Menace,Star Wars: Episode I - The Phantom Menace,1999,136,"Action,Adventure,Fantasy",6.5,925030,https://www.imdb.com/title/tt0120915
tt3315342,Logan,Logan,2017,137,"Action,Drama,Sci-Fi",8.1,924872,https://www.imdb.com/title/tt3315342
tt1877830,The Batman,The Batman,2022,176,"Action,Crime,Drama",7.8,924817,https://www.imdb.com/title/tt1877830
tt0121766,Star Wars: Episode III - Revenge of the Sith,Star Wars: Episode III - Revenge of the Sith,2005,140,"Action,Adventure,Fantasy",7.7,919940,https://www.imdb.com/title/tt0121766
tt0118715,The Big Lebowski,The Big Lebowski,1998,117,"Comedy,Crime",8.1,916199,https://www.imdb.com/title/tt0118715
tt2096673,Inside Out,Inside Out,2015,95,"Adventure,Animation,Comedy",8.1,913340,https://www.imdb.com/title/tt2096673
tt0416449,300,300,2006,117,"Action,Drama",7.6,911436,https://www.imdb.com/title/tt0416449
tt0246578,Donnie Darko,Donnie Darko,2001,113,"Drama,Mystery,Sci-Fi",8.0,911053,https://www.imdb.com/title/tt0246578
tt1010048,Slumdog Millionaire,Slumdog Millionaire,2008,120,"Crime,Drama,Romance",8.0,909734,https://www.imdb.com/title/tt1010048
tt1825683,Black Panther,Black Panther,2018,134,"Action,Adventure,Sci-Fi",7.3,908149,https://www.imdb.com/title/tt1825683
tt1454468,Gravity,Gravity,2013,91,"Drama,Sci-Fi,Thriller",7.7,899373,https://www.imdb.com/title/tt1454468
tt0317705,The Incredibles,The Incredibles,2004,115,"Action,Adventure,Animation",8.0,899220,https://www.imdb.com/title/tt0317705
tt3501632,Thor: Ragnarok,Thor: Ragnarok,2017,130,"Action,Adventure,Comedy",7.9,893387,https://www.imdb.com/title/tt3501632
tt0892769,How to Train Your Dragon,How to Train Your Dragon,2010,98,"Action,Adventure,Animation",8.1,892358,https://www.imdb.com/title/tt0892769
tt0947798,Black Swan,Black Swan,2010,108,"Drama,Thriller",8.0,888168,https://www.imdb.com/title/tt0947798
tt0083658,Blade Runner,Blade Runner,1982,117,"Action,Drama,Sci-Fi",8.1,881115,https://www.imdb.com/title/tt0083658
tt1211837,Doctor Strange,Doctor Strange,2016,115,"Action,Adventure,Fantasy",7.5,878286,https://www.imdb.com/title/tt1211837
tt2084970,The Imitation Game,The Imitation Game,2014,114,"Biography,Drama,Thriller",8.0,876923,https://www.imdb.com/title/tt2084970
tt0480249,I Am Legend,I Am Legend,2007,101,"Drama,Horror,Sci-Fi",7.2,876084,https://www.imdb.com/title/tt0480249
tt8946378,Knives Out,Knives Out,2019,130,"Comedy,Crime,Drama",7.9,876050,https://www.imdb.com/title/tt8946378
tt0317248,City of God,Cidade de Deus,2002,130,"Crime,Drama",8.6,869790,https://www.imdb.com/title/tt0317248
tt0378194,Kill Bill: Vol. 2,Kill Bill: Vol. 2,2004,137,"Action,Crime,Thriller",8.0,869333,https://www.imdb.com/title/tt0378194
tt0770828,Man of Steel,Man of Steel,2013,143,"Action,Adventure,Sci-Fi",7.1,865929,https://www.imdb.com/title/tt0770828
tt0097576,Indiana Jones and the Last Crusade,Indiana Jones and the Last Crusade,1989,127,"Action,Adventure",8.2,863001,https://www.imdb.com/title/tt0097576
tt2543164,Arrival,Arrival,2016,116,"Drama,Mystery,Sci-Fi",7.9,861917,https://www.imdb.com/title/tt2543164
tt1205489,Gran Torino,Gran Torino,2008,116,Drama,8.1,861216,https://www.imdb.com/title/tt1205489
tt1745960,Top Gun: Maverick,Top Gun: Maverick,2022,130,"Action,Drama",8.2,857058,https://www.imdb.com/title/tt1745960
tt0093058,Full Metal Jacket,Full Metal Jacket,1987,116,"Drama,War",8.2,850283,https://www.imdb.com/title/tt0093058
tt0090605,Aliens,Aliens,1986,137,"Action,Adventure,Horror",8.4,839837,https://www.imdb.com/title/tt0090605
tt0211915,Amélie,Le fabuleux destin d'Amélie Poulain,2001,122,"Comedy,Romance",8.3,839288,https://www.imdb.com/title/tt0211915
tt0144084,American Psycho,American Psycho,2000,102,"Crime,Drama,Horror",7.6,836194,https://www.imdb.com/title/tt0144084
tt3896198,Guardians of the Galaxy: Vol. 2,Guardians of the Galaxy Vol. 2,2017,136,"Action,Adventure,Comedy",7.6,827912,https://www.imdb.com/title/tt3896198
tt2911666,John Wick,John Wick,2014,101,"Action,Crime,Thriller",7.5,826791,https://www.imdb.com/title/tt2911666
tt0383574,Pirates of the Caribbean: Dead Man's Chest,Pirates of the Caribbean: Dead Man's Chest,2006,151,"Action,Adventure,Fantasy",7.4,825021,https://www.imdb.com/title/tt0383574
tt0401792,Sin City,Sin City,2005,124,"Crime,Thriller",8.0,820157,https://www.imdb.com/title/tt0401792
tt0121765,Star Wars: Episode II - Attack of the Clones,Star Wars: Episode II - Attack of the Clones,2002,142,"Action,Adventure,Fantasy",6.6,819213,https://www.imdb.com/title/tt0121765
tt1285016,The Social Network,The Social Network,2010,120,"Biography,Drama",7.8,818625,https://www.imdb.com/title/tt1285016
tt5052448,Get Out,Get Out,2017,104,"Horror,Mystery,Thriller",7.8,815415,https://www.imdb.com/title/tt5052448
tt0118799,Life Is Beautiful,La vita è bella,1997,116,"Comedy,Drama,Romance",8.6,811764,https://www.imdb.com/title/tt0118799
tt0126029,Shrek,Shrek,2001,90,"Adventure,Animation,Comedy",7.9,809608,https://www.imdb.com/title/tt0126029
tt5013056,Dunkirk,Dunkirk,2017,106,"Action,Drama,History",7.8,806173,https://www.imdb.com/title/tt5013056
tt1631867,Edge of Tomorrow,Edge of Tomorrow,2014,113,"Action,Adventure,Sci-Fi",7.9,803406,https://www.imdb.com/title/tt1631867
tt0113277,Heat,Heat,1995,170,"Action,Crime,Drama",8.3,802177,https://www.imdb.com/title/tt0113277
tt2250912,Spider-Man: Homecoming,Spider-Man: Homecoming,2017,133,"Action,Adventure,Sci-Fi",7.4,796011,https://www.imdb.com/title/tt2250912
tt2975590,Batman v Superman: Dawn of Justice,Batman v Superman: Dawn of Justice,2016,151,"Action,Adventure,Sci-Fi",6.4,790840,https://www.imdb.com/title/tt2975590
tt1877832,X-Men: Days of Future Past,X-Men: Days of Future Past,2014,132,"Action,Adventure,Sci-Fi",7.9,787283,https://www.imdb.com/title/tt1877832
tt4633694,Spider-Man: Into the Spider-Verse,Spider-Man: Into the Spider-Verse,2018,117,"Action,Adventure,Animation",8.4,787001,https://www.imdb.com/title/tt4633694
tt0116282,Fargo,Fargo,1996,98,"Crime,Drama,Thriller",8.1,786920,https://www.imdb.com/title/tt0116282
tt2024544,12 Years a Slave,12 Years a Slave,2013,134,"Biography,Drama,History",8.1,786034,https://www.imdb.com/title/tt2024544
tt0316654,Spider-Man 2,Spider-Man 2,2004,127,"Action,Adventure,Sci-Fi",7.5,783506,https://www.imdb.com/title/tt0316654
tt0816711,World War Z,World War Z,2013,116,"Action,Adventure,Horror",7.0,782041,https://www.imdb.com/title/tt0816711
tt0478970,Ant-Man,Ant-Man,2015,117,"Action,Comedy,Sci-Fi",7.2,779165,https://www.imdb.com/title/tt0478970
tt1981115,Thor: The Dark World,Thor: The Dark World,2013,112,"Action,Adventure,Fantasy",6.7,776774,https://www.imdb.com/title/tt1981115
tt2802144,Kingsman: The Secret Service,Kingsman: The Secret Service,2014,129,"Action,Adventure,Comedy",7.7,775878,https://www.imdb.com/title/tt2802144
tt1045658,Silver Linings Playbook,Silver Linings Playbook,2012,122,"Comedy,Drama,Romance",7.7,772957,https://www.imdb.com/title/tt1045658
tt1951264,The Hunger Games: Catching Fire,The Hunger Games: Catching Fire,2013,146,"Action,Adventure,Sci-Fi",7.5,772733,https://www.imdb.com/title/tt1951264
tt1074638,Skyfall,Skyfall,2012,143,"Action,Adventure,Thriller",7.8,772168,https://www.imdb.com/title/tt1074638
tt8579674,1917,1917,2019,119,"Action,Drama,War",8.2,769804,https://www.imdb.com/title/tt8579674
tt1670345,Now You See Me,Now You See Me,2013,115,"Crime,Mystery,Thriller",7.2,769714,https://www.imdb.com/title/tt1670345
tt0117951,Trainspotting,Trainspotting,1996,93,"Crime,Drama",8.1,768425,https://www.imdb.com/title/tt0117951
tt0304141,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Prisoner of Azkaban,2004,142,"Adventure,Family,Fantasy",7.9,766366,https://www.imdb.com/title/tt0304141
tt0295297,Harry Potter and the Chamber of Secrets,Harry Potter and the Chamber of Secrets,2002,161,"Adventure,Family,Fantasy",7.5,765544,https://www.imdb.com/title/tt0295297
tt0405159,Million Dollar Baby,Million Dollar Baby,2004,132,"Drama,Sport",8.1,765383,https://www.imdb.com/title/tt0405159
tt0948470,The Amazing Spider-Man,The Amazing Spider-Man,2012,136,"Action,Sci-Fi",6.9,764245,https://www.imdb.com/title/tt0948470
tt1270798,X-Men: First Class,X: First Class,2011,131,"Action,Sci-Fi",7.7,763407,https://www.imdb.com/title/tt1270798
tt0780504,Drive,Drive,2011,100,"Action,Drama",7.8,761971,https://www.imdb.com/title/tt0780504
tt3783958,La La Land,La La Land,2016,128,"Comedy,Drama,Music",8.0,761013,https://www.imdb.com/title/tt3783958
tt1386697,Suicide Squad,Suicide Squad,2016,123,"Action,Adventure,Fantasy",5.9,758873,https://www.imdb.com/title/tt1386697
tt3748528,Rogue One: A Star Wars Story,Rogue One,2016,133,"Action,Adventure,Sci-Fi",7.8,754460,https://www.imdb.com/title/tt3748528
tt1170358,The Hobbit: The Desolation of Smaug,The Hobbit: The Desolation of Smaug,2013,161,"Adventure,Fantasy",7.8,752866,https://www.imdb.com/title/tt1170358
tt1856101,Blade Runner 2049,Blade Runner 2049,2017,164,"Action,Drama,Mystery",8.0,752407,https://www.imdb.com/title/tt1856101
tt0330373,Harry Potter and the Goblet of Fire,Harry Potter and the Goblet of Fire,2005,157,"Adventure,Family,Fantasy",7.7,751977,https://www.imdb.com/title/tt0330373
tt1136608,District 9,District 9,2009,112,"Action,Sci-Fi,Thriller",7.9,751976,https://www.imdb.com/title/tt1136608
tt0457430,Pan's Labyrinth,El laberinto del fauno,2006,118,"Drama,Fantasy,War",8.2,746090,https://www.imdb.com/title/tt0457430
tt0421715,The Curious Case of Benjamin Button,The Curious Case of Benjamin Button,2008,166,"Drama,Fantasy,Romance",7.8,744491,https://www.imdb.com/title/tt0421715
tt0381061,Casino Royale,Casino Royale,2006,144,"Action,Adventure,Thriller",8.0,743891,https://www.imdb.com/title/tt0381061
tt0099785,Home Alone,Home Alone,1990,103,"Comedy,Family",7.8,743353,https://www.imdb.com/title/tt0099785
tt5463162,Deadpool 2,Deadpool 2,2018,119,"Action,Adventure,Comedy",7.6,743348,https://www.imdb.com/title/tt5463162
tt0449088,Pirates of the Caribbean: At World's End,Pirates of the Caribbean: At World's End,2007,169,"Action,Adventure,Fantasy",7.2,743107,https://www.imdb.com/title/tt0449088
tt15239678,Dune: Part Two,Dune: Part Two,2024,166,"Action,Adventure,Drama",8.4,737414,https://www.imdb.com/title/tt15239678
tt0107048,Groundhog Day,Groundhog Day,1993,101,"Comedy,Drama,Fantasy",8.0,736686,https://www.imdb.com/title/tt0107048
tt0451279,Wonder Woman,Wonder Woman,2017,141,"Action,Adventure,Fantasy",7.3,735030,https://www.imdb.com/title/tt0451279
tt1504320,The King's Speech,The King's Speech,2010,118,"Biography,Drama,History",8.0,732604,https://www.imdb.com/title/tt1504320
tt0369610,Jurassic World,Jurassic World,2015,124,"Action,Adventure,Sci-Fi",6.9,728579,https://www.imdb.com/title/tt0369610
tt1798709,Her,Her,2013,126,"Drama,Romance,Sci-Fi",8.0,725951,https://www.imdb.com/title/tt1798709
tt3460252,The Hateful Eight,The Hateful Eight,2015,168,"Crime,Drama,Mystery",7.8,721548,https://www.imdb.com/title/tt3460252
tt0418279,Transformers,Transformers,2007,144,"Action,Adventure,Sci-Fi",7.1,717796,https://www.imdb.com/title/tt0418279
tt2527336,Star Wars: Episode VIII - The Last Jedi,Star Wars: Episode VIII - The Last Jedi,2017,152,"Action,Adventure,Fantasy",6.8,717477,https://www.imdb.com/title/tt2527336
tt0364569,Oldboy,Oldeuboi,2003,120,"Action,Drama,Mystery",8.3,717274,https://www.imdb.com/title/tt0364569
tt2294629,Frozen,Frozen,2013,102,"Adventure,Animation,Comedy",7.4,712352,https://www.imdb.com/title/tt2294629
tt1637725,Ted,Ted,2012,106,Comedy,6.9,709270,https://www.imdb.com/title/tt1637725
tt0469494,There Will Be Blood,There Will Be Blood,2007,158,Drama,8.2,707275,https://www.imdb.com/title/tt0469494
tt0988045,Sherlock Holmes,Sherlock Holmes,2009,128,"Action,Adventure,Mystery",7.5,706167,https://www.imdb.com/title/tt0988045
tt2380307,Coco,Coco,2017,105,"Adventure,Animation,Drama",8.4,705170,https://www.imdb.com/title/tt2380307
tt0454876,Life of Pi,Life of Pi,2012,127,"Adventure,Drama,Fantasy",7.9,699647,https://www.imdb.com/title/tt0454876
tt0413300,Spider-Man 3,Spider-Man 3,2007,139,"Action,Adventure,Sci-Fi",6.3,699225,https://www.imdb.com/title/tt0413300
tt0373889,Harry Potter and the Order of the Phoenix,Harry Potter and the Order of the Phoenix,2007,138,"Action,Adventure,Family",7.5,699089,https://www.imdb.com/title/tt0373889
tt1446714,Prometheus,Prometheus,2012,124,"Adventure,Sci-Fi",7.0,698907,https://www.imdb.com/title/tt1446714
tt2562232,Birdman or (The Unexpected Virtue of Ignorance),Birdman or (The Unexpected Virtue of Ignorance),2014,119,"Comedy,Drama",7.7,698003,https://www.imdb.com/title/tt2562232
tt0758758,Into the Wild,Into the Wild,2007,148,"Adventure,Biography,Drama",8.0,694994,https://www.imdb.com/title/tt0758758
tt1396484,It,It,2017,135,Horror,7.3,694769,https://www.imdb.com/title/tt1396484
tt0829482,Superbad,Superbad,2007,113,Comedy,7.6,692593,https://www.imdb.com/title/tt0829482
tt0120903,X-Men,X-Men,2000,104,"Action,Adventure,Sci-Fi",7.3,691152,https://www.imdb.com/title/tt0120903
